antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,0.04328548467549742,0.04738679820428975,0.029041733636313252,0.6709346991037133,14.15868394845415,1.0,0.02699057310882058,2.894906266935603,0.9714203682624589,0.47122302158273377,0.6545656723253607,0.6419000980898684
RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,0.036523859668569525,0.10635703596962812,0.024330765393781522,0.6661608497723824,6.263439402002655,1.0,0.020446195937261824,2.6768668786182506,0.8721993989183886,0.20523609163160356,0.6264289390004402,0.44746291576685826
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.03619132073380258,0.029152579947902234,0.023942803303220087,0.66156202143951,22.69308660234426,1.0,0.022887732932107736,2.8686125126426245,0.9918293293293294,0.5783132530120483,0.6513994150158748,0.7414273985524547
PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS,0.03813113118660977,0.05337249903009477,0.024607881172753976,0.6453488372093023,12.09141128740129,1.0,0.02257272741048023,2.669179183062683,0.953660834559711,0.3678541839270919,0.6253529900332225,0.5532040136202274
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,0.03292135454192762,0.04738679820428975,0.021116222357701046,0.6414141414141413,13.535713863784038,1.0,0.019556184773410843,2.6565832951485997,0.9576484540097281,0.3567415730337078,0.6235766437942374,0.5435140882509303
JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.035747935487446654,0.08718062406473424,0.022557224408357814,0.6310077519379845,7.2379357077031505,1.0,0.019440697083536355,2.4738172162951533,0.8937902150915142,0.22473771397018222,0.5957664157994569,0.44487450533962164
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.04788560660644017,0.08718062406473424,0.029928504129025108,0.625,7.169024157660521,1.0,0.02575380706135729,2.434185002494042,0.9037895104488037,0.28465998945703747,0.5891848816029144,0.48414653528289897
GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.041511943690073716,0.03497201130632378,0.025550074821260323,0.6154873164218958,17.599425753090753,1.0,0.02409831865718359,2.5097429289290396,0.9840289172802524,0.5016322089227421,0.6015528170342446,0.6730368436309162
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.04738679820428975,0.04328548467549742,0.029041733636313252,0.6128654970760234,14.15868394845415,1.0,0.02699057310882058,2.4712716332400295,0.9756026528360813,0.47122302158273377,0.5953500268649456,0.6419000980898684
SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.03813113118660977,0.03308762400931109,0.022778917031535777,0.5973837209302325,18.054597113474347,1.0,0.021517248499783516,2.4015729771898697,0.9820594834783302,0.47025171624713963,0.5836062407855201,0.6429129659927545
WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH,0.04433852463559275,0.04821814554120712,0.025827190600232777,0.5825,12.080514367816091,1.0,0.023689269166271367,2.2797170166677674,0.9597771715038186,0.3870431893687708,0.56134906539335,0.5590660919540229
JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.04256498365016904,0.08718062406473424,0.023887380147425596,0.5611979166666667,6.437186274899344,1.0,0.02017653830949865,2.080253058511229,0.8822036055214374,0.22565445026178013,0.519289253820077,0.41759832260542495
LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.05065676439616472,0.07016571523582553,0.028265809455190378,0.5579868708971554,7.952414780092712,1.0,0.02471144134980078,2.1036349907783554,0.9209019447582875,0.3053892215568862,0.5246323604695341,0.480415236396445
GREEN REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",0.03619132073380258,0.022557224408357814,0.020118605553400212,0.5558958652373661,24.643806133852078,1.0,0.019302229809972975,2.2009314912460085,0.9954484465122763,0.520803443328551,0.5456469208708209,0.723893878564629
ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.04068059635315635,0.029152579947902234,0.022557224408357814,0.5544959128065395,19.020474818951318,1.0,0.021371280070844084,2.1792110284961463,0.9876012862320565,0.4771395076201641,0.5411183281822454,0.6641300856808363
WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.04821814554120712,0.04433852463559275,0.025827190600232777,0.5356321839080459,12.080514367816091,1.0,0.023689269166271367,2.057983870215431,0.9636893826495279,0.3870431893687708,0.5140875424376774,0.5590660919540229
LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,0.044671063570359694,0.07016571523582553,0.02366568752424763,0.5297766749379652,7.55036378033626,1.0,0.020531310398488312,1.9774312230077165,0.9081228646127639,0.25957446808510637,0.49429341037764235,0.4335297276743538
ROSES REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.04068059635315635,0.09017347447763675,0.021448761292467994,0.5272479564032697,5.8470404900947734,1.0,0.017780450575481607,1.9245321894334713,0.8641264876467157,0.19604863221884503,0.48039320646833555,0.38255452522068834
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.044005985700825805,0.052264035914204955,0.022169262317796375,0.5037783375314862,9.639101319279538,1.0,0.019869331900688424,1.909904455543455,0.9375120296828802,0.2991772625280478,0.4764135990690412,0.46397824617825634
LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.049437454968685915,0.07016571523582553,0.02482957379593194,0.5022421524663677,7.1579424620463445,1.0,0.021360759408615176,1.868045454976675,0.9050378153710321,0.2619883040935672,0.4646811203999924,0.4280563053011143
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.043340907831291915,0.08718062406473424,0.02172587707144045,0.5012787723785166,5.749887406246392,1.0,0.017947389679176293,1.8303198768753275,0.8635088065699603,0.19969434538970962,0.45364741287344107,0.37524205624647383
LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,0.044671063570359694,0.054203846367012136,0.022280108629385356,0.4987593052109181,9.201548204417787,1.0,0.019858765162566547,1.8869101480895745,0.9330007732411794,0.29088277858176553,0.47003305853622007,0.4549011249980971
LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,0.05065676439616472,0.057584658870476084,0.025217535886493378,0.4978118161925602,8.644868719501794,1.0,0.022300483389258153,1.8766179124017102,0.9315118182068967,0.3037383177570094,0.46712647609752783,0.4678664470760684
ROSES REGENCY TEACUP AND SAUCER,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",0.04068059635315635,0.023942803303220087,0.020118605553400212,0.4945504087193461,20.65549311232213,1.0,0.019144598036658897,1.931067337939182,0.9919394152662184,0.452054794520548,0.48215166796451997,0.6674140932485619
LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT,0.057584658870476084,0.07016571523582553,0.028154963143601396,0.48893166506256014,6.968241732009299,1.0,0.024114494367343416,1.819393261525381,0.9088262233805107,0.2826933778519755,0.45036621760289514,0.44509774406366553
LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.05254115169317741,0.07016571523582553,0.02488499695172643,0.4736286919831223,6.750144146486157,1.0,0.021198409463860632,1.7664988015159064,0.8990944746734969,0.2543909348441926,0.43390847526086157,0.41414451976723254
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.054203846367012136,0.07016571523582553,0.025494651665465832,0.47034764826175873,6.703382794302459,1.0,0.021691400016591623,1.7555558503848703,0.8995824150626123,0.257847533632287,0.43037984249787875,0.41684838969170085
PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.05337249903009477,0.03813113118660977,0.024607881172753976,0.46105919003115264,12.09141128740129,1.0,0.02257272741048023,1.784739346179759,0.969015444015444,0.3678541839270919,0.43969409194653336,0.5532040136202274
LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.05065676439616472,0.05254115169317741,0.023333148589480684,0.46061269146608314,8.766703367217866,1.0,0.020671583847056245,1.7565464246499711,0.9332051920116029,0.29215822345593334,0.4307010700276419,0.4523527592351513
LUNCH BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.,0.049437454968685915,0.057584658870476084,0.02250180125256332,0.4551569506726457,7.904135573615541,1.0,0.01965496227276702,1.7297005849537765,0.9189126544201849,0.2662295081967213,0.42186525882066256,0.42295864857982624
LUNCH BAG APPLE DESIGN,LUNCH BAG RED RETROSPOT,0.04722052873690628,0.07016571523582553,0.02128249182508452,0.4507042253521127,6.4234252275104025,1.0,0.017969229652445635,1.6927752363655486,0.8861649991274504,0.22145328719723179,0.4092541180203951,0.3770108804485682
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK,0.04738679820428975,0.03292135454192762,0.021116222357701046,0.4456140350877193,13.535713863784038,1.0,0.019556184773410843,1.744414012376903,0.9721903580414094,0.3567415730337078,0.42674159178679116,0.5435140882509303
LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,0.05254115169317741,0.05065676439616472,0.023333148589480684,0.44409282700421937,8.766703367217866,1.0,0.020671583847056245,1.70773697789836,0.9350612304163056,0.29215822345593334,0.4144297318954481,0.4523527592351513
LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.,0.05254115169317741,0.057584658870476084,0.02311145596630272,0.43987341772151894,7.638725770884857,1.0,0.020085891669389164,1.6825042248414097,0.9172832310343595,0.26560509554140127,0.40564785203183756,0.4206104335960819
LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,0.057584658870476084,0.05065676439616472,0.025217535886493378,0.4379210779595765,8.644868719501794,1.0,0.022300483389258153,1.6889856537540837,0.9383595585783305,0.3037383177570094,0.4079286595612493,0.4678664470760684
LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE,0.049437454968685915,0.05254115169317741,0.021393338136673504,0.43273542600896864,8.236123725189683,1.0,0.01879583731583915,1.670223898596217,0.9242775916327481,0.26547455295735906,0.4012778760736953,0.4199542108947797
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.052264035914204955,0.044005985700825805,0.022169262317796375,0.4241781548250265,9.639101319279538,1.0,0.019869331900688424,1.6602253323832805,0.9456809941520467,0.2991772625280478,0.3976721228771496,0.46397824617825634
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL.,0.054203846367012136,0.057584658870476084,0.022889763343124758,0.4222903885480573,7.333383523169006,1.0,0.01976845334061267,1.631295935618893,0.9131325958502208,0.25748129675810477,0.38699044228255686,0.40989399119414416
LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.049437454968685915,0.054203846367012136,0.020839106578728592,0.42152466367713004,7.776655937348116,1.0,0.01815940636482986,1.6349809477531496,0.916730864895912,0.25167336010709507,0.38837207774547067,0.40299137069337077
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,0.054203846367012136,0.044671063570359694,0.022280108629385356,0.4110429447852761,9.201548204417788,1.0,0.019858765162566547,1.622068923312827,0.9424045900004812,0.29088277858176553,0.38350338531999395,0.4549011249980971
LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,0.05254115169317741,0.049437454968685915,0.021393338136673504,0.40717299578059074,8.236123725189685,1.0,0.01879583731583915,1.603440022579512,0.9273053509267777,0.26547455295735906,0.37634087591797555,0.4199542108947797
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN,0.05254115169317741,0.054203846367012136,0.021393338136673504,0.40717299578059074,7.511883806614723,1.0,0.018545405622350637,1.5953999175161433,0.9149501338906174,0.2506493506493506,0.3731979116829299,0.4009280111827289
LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.07016571523582553,0.05065676439616472,0.028265809455190378,0.4028436018957346,7.952414780092712,1.0,0.02471144134980078,1.5897731961302322,0.9402234852336356,0.3053892215568862,0.3709794564192153,0.480415236396445
LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,0.057584658870476084,0.05254115169317741,0.02311145596630272,0.4013474494706449,7.638725770884858,1.0,0.020085891669389164,1.5826523205639689,0.9221922391515157,0.26560509554140127,0.3681492852178324,0.4206104335960819
LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,0.07016571523582553,0.057584658870476084,0.028154963143601396,0.40126382306477093,6.968241732009299,1.0,0.024114494367343416,1.5740076805672525,0.9211230316720631,0.2826933778519755,0.3646790848951812,0.44509774406366553
LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN,0.057584658870476084,0.054203846367012136,0.022889763343124758,0.39749759384023103,7.333383523169007,1.0,0.01976845334061267,1.5697798779946874,0.9164083596908973,0.25748129675810477,0.36296800970754695,0.40989399119414416
LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,0.05065676439616472,0.054203846367012136,0.020118605553400212,0.3971553610503282,7.327069713119706,1.0,0.01737281407862057,1.5688887194565353,0.9095970344623612,0.2374100719424461,0.36260616345918967,0.3841605026110537
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE,0.054203846367012136,0.05254115169317741,0.021393338136673504,0.3946830265848671,7.511883806614722,1.0,0.018545405622350637,1.565227624398771,0.9165586017497863,0.2506493506493506,0.3611152880181782,0.4009280111827289
LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN,0.057584658870476084,0.049437454968685915,0.02250180125256332,0.3907603464870067,7.90413557361554,1.0,0.01965496227276702,1.5602440510071647,0.9268566770148549,0.2662295081967213,0.3590746272325265,0.42295864857982624
SPOTTY BUNTING,PARTY BUNTING,0.05431469267860112,0.07493210663415174,0.021060799201906556,0.3877551020408163,5.174752445356841,1.0,0.016990884858312436,1.5109442258308854,0.8530893253176309,0.194672131147541,0.33816220155307947,0.3344100953991064
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.054203846367012136,0.049437454968685915,0.020839106578728592,0.38445807770961143,7.776655937348116,1.0,0.01815940636482986,1.5442693837884138,0.921350780183404,0.25167336010709507,0.3524445860949519,0.40299137069337077
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG PINK POLKADOT,0.054203846367012136,0.05065676439616472,0.020118605553400212,0.37116564417177916,7.327069713119706,1.0,0.01737281407862057,1.5096872917407334,0.9130083564785108,0.2374100719424461,0.3376111692329623,0.3841605026110537
LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,0.07016571523582553,0.054203846367012136,0.025494651665465832,0.36334913112164297,6.703382794302458,1.0,0.021691400016591623,1.4855805589322117,0.9150249694846205,0.257847533632287,0.32686248888530933,0.41684838969170085
LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE,0.07016571523582553,0.05254115169317741,0.02488499695172643,0.3546603475513428,6.750144146486158,1.0,0.021198409463860632,1.4681553267520653,0.9161363798380777,0.2543909348441926,0.3188731588691944,0.41414451976723254
LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,0.07016571523582553,0.049437454968685915,0.02482957379593194,0.35387045813586093,7.1579424620463445,1.0,0.021360759408615176,1.471164036686606,0.9252133022249849,0.2619883040935672,0.32026614635562584,0.4280563053011143
JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.08718062406473424,0.04788560660644017,0.029928504129025108,0.3432930705657979,7.169024157660522,1.0,0.02575380706135729,1.4498315012662826,0.9426958105646629,0.28465998945703747,0.3102646761871291,0.48414653528289897
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,0.07016571523582553,0.044671063570359694,0.02366568752424763,0.33728278041074244,7.55036378033626,1.0,0.020531310398488312,1.4415332938258933,0.9330222219306319,0.25957446808510637,0.3062942047311612,0.4335297276743538
LUNCH BAG RED RETROSPOT,JUMBO BAG RED RETROSPOT,0.07016571523582553,0.08718062406473424,0.023222302277891703,0.33096366508688785,3.7962984165052243,1.0,0.017105211435684,1.3643793741842345,0.7921685885737135,0.1731404958677686,0.2670660236285803,0.2986668293648044
LUNCH BAG RED RETROSPOT,LUNCH BAG APPLE DESIGN,0.07016571523582553,0.04722052873690628,0.02128249182508452,0.30331753554502366,6.423425227510402,1.0,0.017969229652445635,1.367595023377638,0.9080325743577515,0.22145328719723179,0.26878938362159627,0.3770108804485682
PARTY BUNTING,SPOTTY BUNTING,0.07493210663415174,0.05431469267860112,0.021060799201906556,0.28106508875739644,5.174752445356841,1.0,0.016990884858312436,1.3153976702659786,0.8721025197947838,0.194672131147541,0.23977362693838739,0.3344100953991064
JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI,0.08718062406473424,0.04256498365016904,0.023887380147425596,0.2739987285441831,6.437186274899344,1.0,0.02017653830949865,1.3187787046569914,0.9253228467141974,0.22565445026178013,0.24172266622996794,0.41759832260542495
JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,0.08718062406473424,0.07016571523582553,0.023222302277891703,0.2663699936427209,3.796298416505224,1.0,0.017105211435684,1.2674430935303695,0.8069345725865934,0.1731404958677686,0.21100994190234326,0.2986668293648044
JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,0.08718062406473424,0.035747935487446654,0.022557224408357814,0.25874125874125875,7.23793570770315,1.0,0.019440697083536355,1.300830615332973,0.9441507080851343,0.22473771397018222,0.23126040530339878,0.44487450533962164
JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.08718062406473424,0.043340907831291915,0.02172587707144045,0.24920534011443105,5.749887406246393,1.0,0.017947389679176293,1.2741953869444351,0.904980298130181,0.19969434538970962,0.21519100583307338,0.37524205624647383
REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER,0.09017347447763675,0.04068059635315635,0.021448761292467994,0.23786109403810696,5.8470404900947734,1.0,0.017780450575481607,1.258719894946302,0.9111333683404608,0.19604863221884503,0.20554207173895453,0.38255452522068834
WHITE HANGING HEART T-LIGHT HOLDER,RED HANGING HEART T-LIGHT HOLDER,0.10635703596962812,0.036523859668569525,0.024330765393781522,0.22876498176133403,6.263439402002656,1.0,0.020446195937261824,1.2492639954702804,0.9403568810963325,0.20523609163160356,0.19952867958581166,0.44746291576685826
